tên hồ,Qve,Tqx,Qxt,Qxm
Sông Tranh 2,33.21,203.77,5.77,198.0
Sông Ba Hạ,65.0,0.0,0.0,0.0
Sông Hinh,56.32,56.32,0.0,56.32
A Vương,25.4,49.8,0.0,49.8
Sông Bung 2,9.53,17.0,0.0,17.0
Vĩnh Sơn A,0.38,0.0,0.0,0.0
Sông Bung 4,34.56,78.0,0.0,78.0
Vĩnh Sơn B,1.23,0.0,0.0,0.0
Vĩnh Sơn C,1.56,0.0,0.0,0.0
Sông Tranh 2,80.01,80.01,5.76,74.25
Sông Ba Hạ,40.0,0.0,0.0,0.0
Sông Hinh,56.32,56.32,0.0,56.32
A Vương,13.6,38.0,0.0,38.0
Sông Bung 2,9.53,17.0,0.0,17.0
Vĩnh Sơn A,0.38,0.0,0.0,0.0
Sông Bung 4,78.0,78.0,0.0,78.0
Vĩnh Sơn B,1.23,0.0,0.0,0.0
Vĩnh Sơn C,1.56,0.0,0.0,0.0
Sông Tranh 2,45.36,45.36,5.76,39.6
Sông Ba Hạ,30.0,0.0,0.0,0.0
Sông Hinh,56.32,56.32,0.0,56.32
A Vương,36.2,36.2,0.0,36.2
Sông Bung 2,2.05,17.0,0.0,17.0
Vĩnh Sơn A,0.38,0.0,0.0,0.0
Sông Bung 4,78.0,78.0,0.0,78.0
Vĩnh Sơn B,1.23,0.0,0.0,0.0
Vĩnh Sơn C,0.78,0.0,0.0,0.0
Sông Tranh 2,71.76,71.76,5.76,66.0
Sông Ba Hạ,25.0,0.0,0.0,0.0
Sông Hinh,53.28,53.28,0.0,53.28
A Vương,27.0,27.0,0.0,27.0
Sông Bung 2,9.53,17.0,0.0,17.0
Vĩnh Sơn A,0.38,0.0,0.0,0.0
Sông Bung 4,34.56,78.0,0.0,78.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,1582.28,0.0,0.0,0.0
Sông Tranh 2,62.71,5.77,5.77,0.0
Sông Ba Hạ,45.0,0.0,0.0,0.0
Sông Hinh,53.28,53.28,0.0,53.28
A Vương,29.8,29.8,0.0,29.8
Sông Bung 2,2.05,17.0,0.0,17.0
Vĩnh Sơn A,9.042699335548173,0.0,0.0,0.0
Sông Bung 4,34.56,78.0,0.0,78.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,4.91757142857143,0.0,0.0,0.0
Sông Tranh 2,62.71,5.77,5.77,0.0
Sông Ba Hạ,40.0,0.0,0.0,0.0
Sông Hinh,53.28,53.28,0.0,53.28
A Vương,27.0,27.0,0.0,27.0
Sông Bung 2,2.05,17.0,0.0,17.0
Vĩnh Sơn A,9.042699335548173,0.0,0.0,0.0
Sông Bung 4,34.56,78.0,0.0,78.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,4.91757142857143,0.0,0.0,0.0
Sông Tranh 2,5.77,5.77,5.77,0.0
Sông Ba Hạ,70.0,127.0,0.0,127.0
Sông Hinh,53.28,53.28,0.0,53.28
A Vương,31.6,56.0,0.0,56.0
Sông Bung 2,9.53,17.0,0.0,17.0
Vĩnh Sơn A,0.62,2.5,0.0,2.5
Sông Bung 4,34.56,78.0,0.0,78.0
Vĩnh Sơn B,1.23,0.0,0.0,0.0
Vĩnh Sơn C,4.91757142857143,0.0,0.0,0.0
Sông Tranh 2,62.71,5.77,5.77,0.0
Sông Ba Hạ,25.0,0.0,0.0,0.0
Sông Hinh,53.28,53.28,0.0,53.28
A Vương,27.5,27.5,0.0,27.5
Sông Bung 2,11.33,11.33,0.0,11.33
Vĩnh Sơn A,0.07,2.58,0.0,2.58
Sông Bung 4,78.0,78.0,0.0,78.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,4.91757142857143,0.0,0.0,0.0
Sông Tranh 2,62.71,5.76,5.76,0.0
Sông Ba Hạ,50.0,0.0,0.0,0.0
Sông Hinh,53.28,53.28,0.0,53.28
A Vương,30.2,79.0,0.0,79.0
Sông Bung 2,11.23,18.7,0.0,18.7
Vĩnh Sơn A,0.35,4.29,0.0,4.29
Sông Bung 4,78.0,78.0,0.0,78.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,4.91757142857143,0.0,0.0,0.0
Sông Tranh 2,90.15,203.76,5.76,198.0
Sông Ba Hạ,30.0,0.0,0.0,0.0
Sông Hinh,53.28,53.28,0.0,53.28
A Vương,29.2,78.0,0.0,78.0
Sông Bung 2,8.57,23.52,0.0,23.52
Vĩnh Sơn A,1.77,10.73,0.0,10.73
Sông Bung 4,41.06,84.5,0.0,84.5
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,4.91757142857143,0.0,0.0,0.0
Sông Tranh 2,20.46,190.75,5.75,185.0
Sông Ba Hạ,50.0,0.0,0.0,0.0
Sông Hinh,53.28,53.28,0.0,53.28
A Vương,4.8,78.0,0.0,78.0
Sông Bung 2,3.86,18.81,0.0,18.81
Vĩnh Sơn A,0.31,8.1,0.0,8.1
Sông Bung 4,34.56,78.0,0.0,78.0
Vĩnh Sơn B,0.27,0.0,0.0,0.0
Vĩnh Sơn C,0.61,0.0,0.0,0.0
Sông Tranh 2,72.68,15.74,5.74,10.0
Sông Ba Hạ,47.0,0.0,0.0,0.0
Sông Hinh,161.5846898895497,53.28,0.0,53.28
A Vương,8.8,33.2,0.0,33.2
Sông Bung 2,8.68,16.15,0.0,16.15
Vĩnh Sơn A,0.31,9.6,0.0,9.6
Sông Bung 4,34.56,78.0,0.0,78.0
Vĩnh Sơn B,0.03,0.0,0.0,0.0
Vĩnh Sơn C,0.32,0.0,0.0,0.0
Sông Tranh 2,62.68,5.73,5.73,0.0
Sông Ba Hạ,30.0,0.0,0.0,0.0
Sông Hinh,161.5846898895497,53.28,0.0,53.28
A Vương,24.4,0.0,0.0,0.0
Sông Bung 2,3.96,33.85,0.0,33.85
Vĩnh Sơn A,0.31,8.6,0.0,8.6
Sông Bung 4,34.56,78.0,0.0,78.0
Vĩnh Sơn B,0.27,0.0,0.0,0.0
Vĩnh Sơn C,2.07,0.0,0.0,0.0
Sông Tranh 2,62.67,5.73,5.73,0.0
Sông Ba Hạ,58.0,0.0,0.0,0.0
Sông Hinh,53.28,53.28,0.0,53.28
A Vương,9.3,9.3,0.0,9.3
Sông Bung 2,6.25,6.25,0.0,6.25
Vĩnh Sơn A,3.99,8.56,0.0,8.56
Sông Bung 4,34.56,78.0,0.0,78.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,1.04,0.0,0.0,0.0
Sông Tranh 2,5.72,5.72,5.72,0.0
Sông Ba Hạ,20.0,0.0,0.0,0.0
Sông Hinh,53.28,53.28,0.0,53.28
A Vương,24.4,0.0,0.0,0.0
Sông Bung 2,4.25,4.25,0.0,4.25
Vĩnh Sơn A,0.44,2.44,0.0,2.44
Sông Bung 4,58.56,102.0,0.0,102.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,1.04,0.0,0.0,0.0
Sông Tranh 2,70.93,70.94,5.72,65.22
Sông Ba Hạ,35.0,0.0,0.0,0.0
Sông Hinh,161.5846898895497,0.0,0.0,0.0
A Vương,24.4,0.0,0.0,0.0
Sông Bung 2,7.47,0.0,0.0,0.0
Vĩnh Sơn A,9.042699335548173,0.0,0.0,0.0
Sông Bung 4,88.03317683881063,0.0,0.0,0.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,4.91757142857143,0.0,0.0,0.0
Sông Tranh 2,62.66,5.72,5.72,0.0
Sông Ba Hạ,35.0,0.0,0.0,0.0
Sông Hinh,26.64,26.64,0.0,26.64
A Vương,11.2,11.2,0.0,11.2
Sông Bung 2,7.25,7.25,0.0,7.25
Vĩnh Sơn A,0.87,0.87,0.0,0.87
Sông Bung 4,9.2,9.2,0.0,9.2
Vĩnh Sơn B,0.53,0.0,0.0,0.0
Vĩnh Sơn C,1.19,0.0,0.0,0.0
Sông Tranh 2,62.39,5.72,5.72,0.0
Sông Ba Hạ,20.0,0.0,0.0,0.0
Sông Hinh,26.64,26.64,0.0,26.64
A Vương,30.6,55.0,0.0,55.0
Sông Bung 2,4.03,18.98,0.0,18.98
Vĩnh Sơn A,0.36,0.0,0.0,0.0
Sông Bung 4,50.0,50.0,0.0,50.0
Vĩnh Sơn B,1.23,0.0,0.0,0.0
Vĩnh Sơn C,0.49,0.0,0.0,0.0
Sông Tranh 2,105.42,48.47,5.72,42.75
Sông Ba Hạ,20.0,0.0,0.0,0.0
Sông Hinh,34.25,34.25,0.0,34.25
A Vương,30.6,55.0,0.0,55.0
Sông Bung 2,2.83,2.83,0.0,2.83
Vĩnh Sơn A,0.12,0.0,0.0,0.0
Sông Bung 4,66.3,66.3,0.0,66.3
Vĩnh Sơn B,0.6,0.0,0.0,0.0
Vĩnh Sơn C,0.49,0.0,0.0,0.0
Sông Tranh 2,26.73,26.73,5.73,21.0
Sông Ba Hạ,65.0,0.0,0.0,0.0
Sông Hinh,55.03,0.0,0.0,0.0
A Vương,6.2,55.0,0.0,55.0
Sông Bung 2,3.12,3.12,0.0,3.12
Vĩnh Sơn A,0.12,0.0,0.0,0.0
Sông Bung 4,34.56,78.0,0.0,78.0
Vĩnh Sơn B,0.6,0.0,0.0,0.0
Vĩnh Sơn C,0.49,0.0,0.0,0.0
Sông Tranh 2,43.78,100.73,5.73,95.0
Sông Ba Hạ,65.0,0.0,0.0,0.0
Sông Hinh,53.28,53.28,0.0,53.28
A Vương,11.9,36.3,0.0,36.3
Sông Bung 2,1.5,31.39,0.0,31.39
Vĩnh Sơn A,0.17,0.17,0.0,0.17
Sông Bung 4,78.0,78.0,0.0,78.0
Vĩnh Sơn B,2.47,0.0,0.0,0.0
Vĩnh Sơn C,4.91757142857143,0.0,0.0,0.0
Sông Tranh 2,43.78,100.73,5.73,95.0
Sông Ba Hạ,20.0,0.0,0.0,0.0
Sông Hinh,49.09,49.09,0.0,49.09
A Vương,13.6,38.0,0.0,38.0
Sông Bung 2,3.4,3.4,0.0,3.4
Vĩnh Sơn A,9.042699335548173,0.0,0.0,0.0
Sông Bung 4,34.56,78.0,0.0,78.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,4.91757142857143,0.0,0.0,0.0
Sông Tranh 2,44.06,100.73,5.73,95.0
Sông Ba Hạ,20.0,0.0,0.0,0.0
Sông Hinh,53.28,53.28,0.0,53.28
A Vương,13.6,38.0,0.0,38.0
Sông Bung 2,2.55,2.55,0.0,2.55
Vĩnh Sơn A,0.36,0.0,0.0,0.0
Sông Bung 4,34.56,78.0,0.0,78.0
Vĩnh Sơn B,1.23,0.0,0.0,0.0
Vĩnh Sơn C,0.49,0.0,0.0,0.0
Sông Tranh 2,44.06,100.73,5.73,95.0
Sông Ba Hạ,35.0,0.0,0.0,0.0
Sông Hinh,46.43,46.43,0.0,46.43
A Vương,13.9,38.3,0.0,38.3
Sông Bung 2,1.98,1.98,0.0,1.98
Vĩnh Sơn A,0.68,4.25,0.0,4.25
Sông Bung 4,34.56,78.0,0.0,78.0
Vĩnh Sơn B,0.03,0.0,0.0,0.0
Vĩnh Sơn C,0.49,0.0,0.0,0.0
Sông Tranh 2,43.78,100.73,5.73,95.0
Sông Ba Hạ,65.0,0.0,0.0,0.0
Sông Hinh,53.28,53.28,0.0,53.28
A Vương,13.6,38.0,0.0,38.0
Sông Bung 2,4.99,12.46,0.0,12.46
Vĩnh Sơn A,1.94,9.52,0.0,9.52
Sông Bung 4,33.0,33.0,0.0,33.0
Vĩnh Sơn B,2.5,0.0,0.0,0.0
Vĩnh Sơn C,4.91757142857143,0.0,0.0,0.0
Sông Tranh 2,43.78,100.72,5.72,95.0
Sông Ba Hạ,25.0,0.0,0.0,0.0
Sông Hinh,161.5846898895497,53.28,0.0,53.28
A Vương,13.6,38.0,0.0,38.0
Sông Bung 2,4.71,12.18,0.0,12.18
Vĩnh Sơn A,4.57,8.56,0.0,8.56
Sông Bung 4,33.8,33.8,0.0,33.8
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,0.49,0.0,0.0,0.0
Sông Tranh 2,44.05,100.72,5.72,95.0
Sông Ba Hạ,25.0,0.0,0.0,0.0
Sông Hinh,161.5846898895497,53.28,0.0,53.28
A Vương,13.6,38.0,0.0,38.0
Sông Bung 2,4.53,4.53,0.0,4.53
Vĩnh Sơn A,0.24,4.23,0.0,4.23
Sông Bung 4,43.44,0.0,0.0,0.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,4.91757142857143,0.0,0.0,0.0
Sông Tranh 2,45.05,101.72,5.72,96.0
Sông Ba Hạ,30.0,0.0,0.0,0.0
Sông Hinh,161.5846898895497,53.28,0.0,53.28
A Vương,28.6,28.6,0.0,28.6
Sông Bung 2,6.23,6.23,0.0,6.23
Vĩnh Sơn A,3.06,2.27,0.0,2.27
Sông Bung 4,48.44,5.0,0.0,5.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,0.49,0.0,0.0,0.0
Sông Tranh 2,12.77,69.72,5.72,64.0
Sông Ba Hạ,28.0,0.0,0.0,0.0
Sông Hinh,26.64,26.64,0.0,26.64
A Vương,13.6,38.0,0.0,38.0
Sông Bung 2,4.53,4.53,0.0,4.53
Vĩnh Sơn A,0.22,0.0,0.0,0.0
Sông Bung 4,48.44,5.0,0.0,5.0
Vĩnh Sơn B,0.5,0.0,0.0,0.0
Vĩnh Sơn C,0.49,0.0,0.0,0.0
Sông Tranh 2,4.19,61.14,5.72,55.42
Sông Ba Hạ,30.0,0.0,0.0,0.0
Sông Hinh,161.5846898895497,26.64,0.0,26.64
A Vương,13.6,38.0,0.0,38.0
Sông Bung 2,3.12,3.12,0.0,3.12
Vĩnh Sơn A,0.19,0.32,0.0,0.32
Sông Bung 4,43.44,0.0,0.0,0.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,0.49,0.0,0.0,0.0
Sông Tranh 2,20.02,76.96,5.71,71.25
Sông Ba Hạ,30.0,0.0,0.0,0.0
Sông Hinh,26.64,26.64,0.0,26.64
A Vương,13.6,38.0,0.0,38.0
Sông Bung 2,7.08,7.08,0.0,7.08
Vĩnh Sơn A,0.57,0.0,0.0,0.0
Sông Bung 4,11.7,11.7,0.0,11.7
Vĩnh Sơn B,0.5,0.0,0.0,0.0
Vĩnh Sơn C,0.78,0.0,0.0,0.0
Sông Tranh 2,43.77,100.71,5.71,95.0
Sông Ba Hạ,25.0,0.0,0.0,0.0
Sông Hinh,161.5846898895497,26.64,0.0,26.64
A Vương,13.6,38.0,0.0,38.0
Sông Bung 2,1.98,1.98,0.0,1.98
Vĩnh Sơn A,0.5,1.0,0.0,1.0
Sông Bung 4,6.7,6.7,0.0,6.7
Vĩnh Sơn B,0.5,0.0,0.0,0.0
Vĩnh Sơn C,4.91757142857143,0.0,0.0,0.0
Sông Tranh 2,43.76,100.71,5.71,95.0
Sông Ba Hạ,25.0,0.0,0.0,0.0
Sông Hinh,37.67,37.67,0.0,37.67
A Vương,13.6,38.0,0.0,38.0
Sông Bung 2,17.73485467399843,0.0,0.0,0.0
Vĩnh Sơn A,0.14,1.64,0.0,1.64
Sông Bung 4,43.44,0.0,0.0,0.0
Vĩnh Sơn B,0.27,0.0,0.0,0.0
Vĩnh Sơn C,4.91757142857143,0.0,0.0,0.0
Sông Tranh 2,44.04,100.71,5.71,95.0
Sông Ba Hạ,48.0,0.0,0.0,0.0
Sông Hinh,161.5846898895497,53.28,0.0,53.28
A Vương,13.6,38.0,0.0,38.0
Sông Bung 2,4.53,4.53,0.0,4.53
Vĩnh Sơn A,0.24,2.1,0.0,2.1
Sông Bung 4,14.5,14.5,0.0,14.5
Vĩnh Sơn B,0.27,0.0,0.0,0.0
Vĩnh Sơn C,4.91757142857143,0.0,0.0,0.0
Sông Tranh 2,44.04,100.7,5.7,95.0
Sông Ba Hạ,28.0,0.0,0.0,0.0
Sông Hinh,53.28,53.28,0.0,53.28
A Vương,13.6,38.0,0.0,38.0
Sông Bung 2,9.35,9.35,0.0,9.35
Vĩnh Sơn A,0.16,4.08,0.0,4.08
Sông Bung 4,24.5,24.5,0.0,24.5
Vĩnh Sơn B,0.73,0.0,0.0,0.0
Vĩnh Sơn C,0.78,0.0,0.0,0.0
Sông Tranh 2,45.03,101.7,5.7,96.0
Sông Ba Hạ,30.0,0.0,0.0,0.0
Sông Hinh,53.28,53.28,0.0,53.28
A Vương,7.5,31.9,0.0,31.9
Sông Bung 2,6.65,0.0,0.0,0.0
Vĩnh Sơn A,0.1,2.66,0.0,2.66
Sông Bung 4,57.44,14.0,0.0,14.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,0.78,0.0,0.0,0.0
Sông Tranh 2,45.33,102.0,6.0,96.0
Sông Ba Hạ,38.0,0.0,0.0,0.0
Sông Hinh,2.37,53.28,0.0,53.28
A Vương,12.8,12.8,0.0,12.8
Sông Bung 2,6.65,0.0,0.0,0.0
Vĩnh Sơn A,0.24,0.6,0.0,0.6
Sông Bung 4,8.0,8.0,0.0,8.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,0.78,0.0,0.0,0.0
Sông Tranh 2,11.65,102.0,6.0,96.0
Sông Ba Hạ,20.0,0.0,0.0,0.0
Sông Hinh,26.64,26.64,0.0,26.64
A Vương,7.5,31.9,0.0,31.9
Sông Bung 2,17.73485467399843,0.0,0.0,0.0
Vĩnh Sơn A,0.09,0.45,0.0,0.45
Sông Bung 4,55.44,12.0,0.0,12.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,0.78,0.0,0.0,0.0
Sông Tranh 2,29.99,29.990000000000002,5.99,24.0
Sông Ba Hạ,25.0,0.0,0.0,0.0
Sông Hinh,2.37,53.28,0.0,53.28
A Vương,44.58136470588235,0.0,0.0,0.0
Sông Bung 2,6.65,0.0,0.0,0.0
Vĩnh Sơn A,0.36,0.0,0.0,0.0
Sông Bung 4,45.74,2.3,0.0,2.3
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,0.78,0.0,0.0,0.0
Sông Tranh 2,5.05,61.99,5.99,56.0
Sông Ba Hạ,20.0,0.0,0.0,0.0
Sông Hinh,161.5846898895497,26.64,0.0,26.64
A Vương,12.6,37.0,0.0,37.0
Sông Bung 2,3.69,17.0,0.0,17.0
Vĩnh Sơn A,0.36,0.72,0.0,0.72
Sông Bung 4,6.5,6.5,0.0,6.5
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,0.78,0.0,0.0,0.0
Sông Tranh 2,10.7,63.6,6.0,57.6
Sông Ba Hạ,30.0,0.0,0.0,0.0
Sông Hinh,37.29,37.29,0.0,37.29
A Vương,13.6,38.0,0.0,38.0
Sông Bung 2,3.69,17.0,0.0,17.0
Vĩnh Sơn A,0.36,0.0,0.0,0.0
Sông Bung 4,6.5,6.5,0.0,6.5
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,0.78,0.0,0.0,0.0
Sông Tranh 2,14.0,14.0,6.0,8.0
Sông Ba Hạ,25.0,0.0,0.0,0.0
Sông Hinh,26.64,26.64,0.0,26.64
A Vương,14.2,38.6,0.0,38.6
Sông Bung 2,6.65,0.0,0.0,0.0
Vĩnh Sơn A,0.01,2.04,0.0,2.04
Sông Bung 4,20.0,20.0,0.0,20.0
Vĩnh Sơn B,0.07,0.0,0.0,0.0
Vĩnh Sơn C,0.78,0.0,0.0,0.0
Sông Tranh 2,45.05,102.0,6.0,96.0
Sông Ba Hạ,28.0,0.0,0.0,0.0
Sông Hinh,161.5846898895497,44.52,0.0,44.52
A Vương,14.2,38.6,0.0,38.6
Sông Bung 2,6.65,0.0,0.0,0.0
Vĩnh Sơn A,0.35,1.29,0.0,1.29
Sông Bung 4,10.0,10.0,0.0,10.0
Vĩnh Sơn B,0.07,0.0,0.0,0.0
Vĩnh Sơn C,0.78,0.0,0.0,0.0
Sông Tranh 2,45.33,101.99,5.99,96.0
Sông Ba Hạ,35.0,0.0,0.0,0.0
Sông Hinh,40.34,40.34,0.0,40.34
A Vương,24.4,0.0,0.0,0.0
Sông Bung 2,17.73485467399843,0.0,0.0,0.0
Vĩnh Sơn A,0.09,1.09,0.0,1.09
Sông Bung 4,50.0,50.0,0.0,50.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,4.91757142857143,0.0,0.0,0.0
Sông Tranh 2,45.99,45.99,5.99,40.0
Sông Ba Hạ,35.0,0.0,0.0,0.0
Sông Hinh,26.64,26.64,0.0,26.64
A Vương,44.58136470588235,0.0,0.0,0.0
Sông Bung 2,17.73485467399843,0.0,0.0,0.0
Vĩnh Sơn A,9.042699335548173,4.07,0.0,4.07
Sông Bung 4,63.11,150.0,0.0,150.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,4.91757142857143,0.0,0.0,0.0
Sông Tranh 2,45.32,101.99,5.99,96.0
Sông Ba Hạ,40.0,0.0,0.0,0.0
Sông Hinh,161.5846898895497,50.23,0.0,50.23
A Vương,44.58136470588235,0.0,0.0,0.0
Sông Bung 2,17.73485467399843,0.0,0.0,0.0
Vĩnh Sơn A,0.31,1.81,0.0,1.81
Sông Bung 4,34.56,78.0,0.0,78.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,4.91757142857143,0.0,0.0,0.0
Sông Tranh 2,45.32,101.99,5.99,96.0
Sông Ba Hạ,30.0,0.0,0.0,0.0
Sông Hinh,2.37,53.28,0.0,53.28
A Vương,24.4,0.0,0.0,0.0
Sông Bung 2,17.73485467399843,0.0,0.0,0.0
Vĩnh Sơn A,0.08,3.0,0.0,3.0
Sông Bung 4,34.56,78.0,0.0,78.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,0.78,0.0,0.0,0.0
Sông Tranh 2,43.94,100.88000000000001,5.98,94.9
Sông Ba Hạ,30.0,0.0,0.0,0.0
Sông Hinh,2.37,53.28,0.0,53.28
A Vương,24.4,0.0,0.0,0.0
Sông Bung 2,6.65,0.0,0.0,0.0
Vĩnh Sơn A,0.11,5.9,0.0,5.9
Sông Bung 4,34.56,78.0,0.0,78.0
Vĩnh Sơn B,0.57,0.0,0.0,0.0
Vĩnh Sơn C,0.78,0.0,0.0,0.0
Sông Tranh 2,41.86,98.81,5.98,92.83
Sông Ba Hạ,22.0,0.0,0.0,0.0
Sông Hinh,53.28,53.28,0.0,53.28
A Vương,24.4,0.0,0.0,0.0
Sông Bung 2,6.65,0.0,0.0,0.0
Vĩnh Sơn A,0.21,6.0,0.0,6.0
Sông Bung 4,37.78,78.0,0.0,78.0
Vĩnh Sơn B,0.57,0.0,0.0,0.0
Vĩnh Sơn C,0.78,0.0,0.0,0.0
Sông Tranh 2,84.37,197.98,5.98,192.0
Sông Ba Hạ,35.0,0.0,0.0,0.0
Sông Hinh,2.37,53.28,0.0,53.28
A Vương,24.4,0.0,0.0,0.0
Sông Bung 2,6.65,0.0,0.0,0.0
Vĩnh Sơn A,0.06,3.42,0.0,3.42
Sông Bung 4,37.78,78.0,0.0,78.0
Vĩnh Sơn B,0.71,0.0,0.0,0.0
Vĩnh Sơn C,4.91757142857143,0.0,0.0,0.0
Sông Tranh 2,64.77,121.44,5.97,115.47
Sông Ba Hạ,20.0,0.0,0.0,0.0
Sông Hinh,53.28,53.28,0.0,53.28
A Vương,24.4,0.0,0.0,0.0
Sông Bung 2,17.73485467399843,0.0,0.0,0.0
Vĩnh Sơn A,0.38,1.38,0.0,1.38
Sông Bung 4,37.78,78.0,0.0,78.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,4.91757142857143,0.0,0.0,0.0
Sông Tranh 2,62.92,5.97,5.97,0.0
Sông Ba Hạ,25.0,0.0,0.0,0.0
Sông Hinh,161.5846898895497,26.64,0.0,26.64
A Vương,13.6,38.0,0.0,38.0
Sông Bung 2,6.65,0.0,0.0,0.0
Vĩnh Sơn A,0.03,4.74,0.0,4.74
Sông Bung 4,58.22,18.0,0.0,18.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,4.91757142857143,0.0,0.0,0.0
Sông Tranh 2,21.01,191.57,5.97,185.6
Sông Ba Hạ,30.0,0.0,0.0,0.0
Sông Hinh,53.28,53.28,0.0,53.28
A Vương,13.6,38.0,0.0,38.0
Sông Bung 2,6.65,0.0,0.0,0.0
Vĩnh Sơn A,0.39,9.5,0.0,9.5
Sông Bung 4,40.0,40.0,0.0,40.0
Vĩnh Sơn B,1.68,0.0,0.0,0.0
Vĩnh Sơn C,0.78,0.0,0.0,0.0
Sông Tranh 2,41.8,98.47,5.97,92.5
Sông Ba Hạ,25.0,0.0,0.0,0.0
Sông Hinh,0.09,50.99,0.0,50.99
A Vương,10.1,34.5,0.0,34.5
Sông Bung 2,6.65,0.0,0.0,0.0
Vĩnh Sơn A,0.47,9.5,0.0,9.5
Sông Bung 4,26.0,26.0,0.0,26.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,0.78,0.0,0.0,0.0
Sông Tranh 2,41.52,98.47,5.97,92.5
Sông Ba Hạ,35.0,0.0,0.0,0.0
Sông Hinh,53.28,53.28,0.0,53.28
A Vương,14.0,38.4,0.0,38.4
Sông Bung 2,17.73485467399843,0.0,0.0,0.0
Vĩnh Sơn A,0.43,10.26,0.0,10.26
Sông Bung 4,24.0,24.0,0.0,24.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,0.78,0.0,0.0,0.0
Sông Tranh 2,41.51,88.46,5.96,82.5
Sông Ba Hạ,30.0,0.0,0.0,0.0
Sông Hinh,2.37,53.28,0.0,53.28
A Vương,14.0,38.4,0.0,38.4
Sông Bung 2,6.65,0.0,0.0,0.0
Vĩnh Sơn A,0.19,10.02,0.0,10.02
Sông Bung 4,37.3,37.3,0.0,37.3
Vĩnh Sơn B,0.8,0.0,0.0,0.0
Vĩnh Sơn C,0.78,0.0,0.0,0.0
Sông Tranh 2,38.8,95.75,5.96,89.79
Sông Ba Hạ,25.0,0.0,0.0,0.0
Sông Hinh,0.47,51.38,0.0,51.38
A Vương,13.6,38.0,0.0,38.0
Sông Bung 2,6.65,0.0,0.0,0.0
Vĩnh Sơn A,0.14,5.64,0.0,5.64
Sông Bung 4,39.0,39.0,0.0,39.0
Vĩnh Sơn B,6.19780880773362,0.0,0.0,0.0
Vĩnh Sơn C,0.78,0.0,0.0,0.0
Sông Tranh 2,45.01,101.95,5.95,96.0
Sông Ba Hạ,20.0,0.0,0.0,0.0
Sông Hinh,53.28,53.28,0.0,53.28
A Vương,8.2,32.6,0.0,32.6
Sông Bung 2,6.65,0.0,0.0,0.0
Vĩnh Sơn A,0.13,4.08,0.0,4.08
Sông Bung 4,49.32,9.1,0.0,9.1
Vĩnh Sơn B,0.17,0.0,0.0,0.0
Vĩnh Sơn C,4.91757142857143,0.0,0.0,0.0
Sông Tranh 2,45.01,101.95,5.95,96.0
Sông Ba Hạ,24.0,0.0,0.0,0.0
Sông Hinh,2.37,53.28,0.0,53.28
A Vương,13.6,38.0,0.0,38.0
Sông Bung 2,6.65,0.0,0.0,0.0
Vĩnh Sơn A,0.31,5.66,0.0,5.66
Sông Bung 4,42.82,2.6,0.0,2.6
