tên hồ,Thời điểm,htl,dbt,hc,Qve,Tqx,Qxt,Qxm,Ncxs,Ncxm
A Vương,11/09 23:00,344.04,380.0,340.0,396.91,38.2,0.0,38.2,0,0
Sông Bung 2,11/09 23:00,578.66,605.0,565.0,172.24,30.6,0.0,30.6,0,0
Vĩnh Sơn A,11/09 23:00,766.59,775.0,765.0,10.0,12.0,0.0,12.0,0,0
Sông Bung 4,11/09 23:00,207.36,222.5,205.0,504.0,120.0,0.0,120.0,0,0
Vĩnh Sơn B,11/09 23:00,814.27,826.0,813.6,1.0,0.0,0.0,,0,0
Vĩnh Sơn C,11/09 23:00,971.06,981.0,971.3,1.0,0.0,0.0,,0,0
Sông Tranh 2,11/09 23:45,147.81,175.0,140.0,760.2,5.7,5.7,0.0,0,0
Sông Ba Hạ,11/09 23:00,102.56,105.0,101.0,285.0,400.0,0.0,400.0,0,0
Sông Hinh,11/09 23:00,197.71,209.0,196.0,24.46,43.08,0.0,43.08,0,0
A Vương,12/09 23:00,349.56,380.0,340.0,210.53,38.0,0.0,38.0,0,0
Sông Bung 2,12/09 23:00,582.88,605.0,565.0,71.58,30.6,0.0,30.6,0,0
Vĩnh Sơn A,12/09 23:00,766.68,775.0,765.0,3.6,6.6,0.0,6.6,0,0
Sông Bung 4,12/09 23:00,209.81,222.5,205.0,258.0,130.0,0.0,130.0,0,0
Vĩnh Sơn B,12/09 23:00,814.28,826.0,813.6,2.0,0.0,0.0,,0,0
Vĩnh Sơn C,12/09 23:00,971.33,981.0,971.3,12.83,0.0,0.0,,0,0
Sông Tranh 2,12/09 23:00,151.78,175.0,140.0,294.6,5.7,5.7,0.0,0,0
Sông Ba Hạ,12/09 23:00,102.7,105.0,101.0,430.0,400.0,0.0,400.0,0,0
Sông Hinh,12/09 23:00,197.7,209.0,196.0,39.17,39.17,0.0,39.17,0,0
A Vương,13/09 23:00,351.0,380.0,340.0,116.47,68.6,0.0,68.6,0,0
Sông Bung 2,13/09 23:00,584.88,605.0,565.0,44.26,30.6,0.0,30.6,0,0
Vĩnh Sơn A,13/09 23:00,766.85,775.0,765.0,7.0,12.0,0.0,12.0,0,0
Sông Bung 4,13/09 23:00,210.21,222.5,205.0,130.0,130.0,0.0,130.0,0,0
Vĩnh Sơn B,13/09 23:00,814.39,826.0,813.6,7.62,0.0,0.0,,0,0
Vĩnh Sơn C,13/09 23:00,971.62,981.0,971.3,10.89,0.0,0.0,,0,0
Sông Tranh 2,13/09 23:00,152.54,175.0,140.0,260.99,206.7,5.7,201.0,0,0
Sông Ba Hạ,13/09 23:00,102.89,105.0,101.0,370.0,400.0,0.0,400.0,0,0
Sông Hinh,13/09 23:00,197.66,209.0,196.0,14.46,51.7,0.0,51.7,0,0
A Vương,14/09 23:00,352.12,380.0,340.0,84.76,68.8,0.0,68.8,0,0
Sông Bung 2,14/09 23:00,585.9,605.0,565.0,37.83,32.64,0.0,32.64,0,0
Vĩnh Sơn A,14/09 23:00,767.15,775.0,765.0,7.0,12.0,0.0,12.0,0,0
Sông Bung 4,14/09 23:00,210.58,222.5,205.0,166.06,130.0,0.0,130.0,0,0
Vĩnh Sơn B,14/09 23:00,814.51,826.0,813.6,5.62,0.0,0.0,,0,0
Vĩnh Sơn C,14/09 23:00,971.85,981.0,971.3,8.94,0.0,0.0,,0,0
Sông Tranh 2,14/09 23:00,152.67,175.0,140.0,224.75,206.7,5.7,201.0,0,0
Sông Ba Hạ,14/09 23:00,102.88,105.0,101.0,390.0,400.0,0.0,400.0,0,0
Sông Hinh,14/09 23:00,197.62,209.0,196.0,14.46,51.7,0.0,51.7,0,0
A Vương,15/09 23:00,352.52,380.0,340.0,54.74,70.7,0.0,70.7,0,0
Sông Bung 2,15/09 23:00,588.38,605.0,565.0,48.2,32.64,0.0,32.64,0,0
Vĩnh Sơn A,15/09 23:00,767.44,775.0,765.0,13.44,13.0,0.0,13.0,0,0
Sông Bung 4,15/09 23:00,210.55,222.5,205.0,135.0,135.0,0.0,135.0,0,0
Vĩnh Sơn B,15/09 23:00,814.71,826.0,813.6,11.25,0.0,0.0,,0,0
Vĩnh Sơn C,15/09 23:00,972.05,981.0,971.3,9.14,0.0,0.0,,0,0
Sông Tranh 2,15/09 23:00,152.61,175.0,140.0,116.28,206.7,5.7,201.0,0,0
Sông Ba Hạ,15/09 23:00,102.81,105.0,101.0,350.0,400.0,0.0,400.0,0,0
Sông Hinh,15/09 23:00,197.56,209.0,196.0,-4.17,51.7,0.0,51.7,0,0
A Vương,16/09 23:00,352.76,380.0,340.0,55.54,71.5,0.0,71.5,0,0
Sông Bung 2,16/09 23:00,589.04,605.0,565.0,11.89,32.64,0.0,32.64,0,0
Vĩnh Sơn A,16/09 23:00,767.62,775.0,765.0,5.28,13.0,0.0,13.0,0,0
Sông Bung 4,16/09 23:00,210.65,222.5,205.0,98.94,135.0,0.0,135.0,0,0
Vĩnh Sơn B,16/09 23:00,814.76,826.0,813.6,0.0,0.0,0.0,,0,0
Vĩnh Sơn C,16/09 23:00,972.09,981.0,971.3,5.0,0.0,0.0,,0,0
Sông Tranh 2,16/09 23:00,152.28,175.0,140.0,116.33,206.7,5.7,201.0,0,0
Sông Ba Hạ,16/09 23:00,102.79,105.0,101.0,220.0,400.0,0.0,400.0,0,0
Sông Hinh,16/09 23:00,197.46,209.0,196.0,14.46,51.7,0.0,51.7,0,0
A Vương,17/09 23:00,353.09,380.0,340.0,70.8,70.8,0.0,70.8,0,0
Sông Bung 2,17/09 23:00,589.97,605.0,565.0,37.83,32.64,0.0,32.64,0,0
Vĩnh Sơn A,17/09 23:00,767.74,775.0,765.0,10.72,13.0,0.0,13.0,0,0
Sông Bung 4,17/09 23:00,210.54,222.5,205.0,135.0,135.0,0.0,135.0,0,0
Vĩnh Sơn B,17/09 23:00,814.8,826.0,813.6,0.0,0.0,0.0,,0,0
Vĩnh Sơn C,17/09 23:00,972.13,981.0,971.3,5.0,0.0,0.0,,0,0
Sông Tranh 2,17/09 23:00,151.88,175.0,140.0,65.0,209.7,5.7,204.0,0,0
Sông Ba Hạ,17/09 23:00,102.74,105.0,101.0,290.0,400.0,0.0,400.0,0,0
Sông Hinh,17/09 23:00,197.39,209.0,196.0,14.46,51.7,0.0,51.7,0,0
A Vương,18/09 23:00,353.12,380.0,340.0,40.99,72.9,0.0,72.9,0,0
Sông Bung 2,18/09 23:00,589.79,605.0,565.0,27.45,32.64,0.0,32.64,0,0
Vĩnh Sơn A,18/09 23:00,767.86,775.0,765.0,7.0,12.0,0.0,12.0,0,0
Sông Bung 4,18/09 23:00,210.34,222.5,205.0,62.89,135.0,0.0,135.0,0,0
Vĩnh Sơn B,18/09 23:00,814.86,826.0,813.6,5.62,0.0,0.0,,0,0
Vĩnh Sơn C,18/09 23:00,972.13,981.0,971.3,5.0,0.0,0.0,,0,0
Sông Tranh 2,18/09 23:00,151.21,175.0,140.0,65.11,209.7,5.7,204.0,0,0
Sông Ba Hạ,18/09 23:00,102.52,105.0,101.0,210.0,400.0,0.0,400.0,0,0
Sông Hinh,18/09 23:00,197.35,209.0,196.0,5.66,24.28,0.0,24.28,0,0
A Vương,19/09 23:00,352.87,380.0,340.0,59.04,75.0,0.0,75.0,0,0
Sông Bung 2,19/09 23:00,589.55,605.0,565.0,17.08,32.64,0.0,32.64,0,0
Vĩnh Sơn A,19/09 23:00,768.02,775.0,765.0,4.6,9.6,0.0,9.6,0,0
Sông Bung 4,19/09 23:00,210.07,222.5,205.0,67.89,140.0,0.0,140.0,0,0
Vĩnh Sơn B,19/09 23:00,814.92,826.0,813.6,5.62,0.0,0.0,,0,0
Vĩnh Sơn C,19/09 23:00,972.12,981.0,971.3,5.0,0.0,0.0,,0,0
Sông Tranh 2,19/09 23:00,150.42,175.0,140.0,48.94,211.7,5.7,206.0,0,0
Sông Ba Hạ,19/09 23:00,102.5,105.0,101.0,314.0,400.0,0.0,400.0,0,0
Sông Hinh,19/09 23:00,197.4,209.0,196.0,28.38,47.0,0.0,47.0,0,0
A Vương,20/09 23:00,352.67,380.0,340.0,43.59,75.5,0.0,75.5,0,0
Sông Bung 2,20/09 23:00,589.75,605.0,565.0,22.27,32.64,0.0,32.64,0,0
Vĩnh Sơn A,20/09 23:00,768.22,775.0,765.0,11.05,13.2,0.0,13.2,0,0
Sông Bung 4,20/09 23:00,209.78,222.5,205.0,140.0,140.0,0.0,140.0,0,0
Vĩnh Sơn B,20/09 23:00,814.97,826.0,813.6,5.62,0.0,0.0,,0,0
Vĩnh Sơn C,20/09 23:00,972.13,981.0,971.3,5.0,0.0,0.0,,0,0
Sông Tranh 2,20/09 23:00,149.83,175.0,140.0,121.38,215.7,5.7,210.0,0,0
Sông Ba Hạ,20/09 23:00,102.59,105.0,101.0,405.0,400.0,0.0,400.0,0,0
Sông Hinh,20/09 23:00,197.45,209.0,196.0,51.7,51.7,0.0,51.7,0,0
A Vương,21/09 23:00,352.62,380.0,340.0,123.37,75.5,0.0,75.5,0,0
Sông Bung 2,21/09 23:00,591.53,605.0,565.0,50.31,32.64,0.0,32.64,0,0
Vĩnh Sơn A,21/09 23:00,768.42,775.0,765.0,11.05,13.2,0.0,13.2,0,0
Sông Bung 4,21/09 23:00,209.76,222.5,205.0,268.0,140.0,0.0,140.0,0,0
Vĩnh Sơn B,21/09 23:00,815.02,826.0,813.6,0.0,0.0,0.0,,0,0
Vĩnh Sơn C,21/09 23:00,972.16,981.0,971.3,5.0,0.0,0.0,,0,0
Sông Tranh 2,21/09 23:00,149.46,175.0,140.0,152.81,215.7,5.7,210.0,0,0
Sông Ba Hạ,21/09 23:00,102.77,105.0,101.0,405.0,400.0,0.0,400.0,0,0
Sông Hinh,21/09 23:00,197.7,209.0,196.0,47.0,47.0,0.0,47.0,0,0
A Vương,22/09 23:00,353.4,380.0,340.0,171.23,75.5,0.0,75.5,0,0
Sông Bung 2,22/09 23:00,593.1,605.0,565.0,62.1,32.64,0.0,32.64,0,0
Vĩnh Sơn A,22/09 23:00,768.63,775.0,765.0,11.05,13.2,0.0,13.2,0,0
Sông Bung 4,22/09 23:00,210.32,222.5,205.0,140.0,140.0,0.0,140.0,0,0
Vĩnh Sơn B,22/09 23:00,815.25,826.0,813.6,11.31,0.0,0.0,,0,0
Vĩnh Sơn C,22/09 23:00,972.2,981.0,971.3,5.0,0.0,0.0,,0,0
Sông Tranh 2,22/09 23:00,149.3,175.0,140.0,138.8,201.7,5.7,196.0,0,0
Sông Ba Hạ,22/09 23:00,102.86,105.0,101.0,305.0,400.0,0.0,400.0,0,0
Sông Hinh,22/09 23:00,197.9,209.0,196.0,148.98,0.0,0.0,0.0,0,0
A Vương,23/09 23:00,354.04,380.0,340.0,139.52,75.7,0.0,75.7,0,0
Sông Bung 2,23/09 23:00,594.14,605.0,565.0,44.42,32.64,0.0,32.64,0,0
Vĩnh Sơn A,23/09 23:00,768.96,775.0,765.0,13.89,13.2,0.0,13.2,0,0
Sông Bung 4,23/09 23:00,210.59,222.5,205.0,284.22,140.0,0.0,140.0,0,0
Vĩnh Sơn B,23/09 23:00,815.46,826.0,813.6,5.65,0.0,0.0,,0,0
Vĩnh Sơn C,23/09 23:00,972.27,981.0,971.3,5.0,0.0,0.0,,0,0
Sông Tranh 2,23/09 23:45,150.66,175.0,140.0,1499.9,198.7,5.7,193.0,0,0
Sông Ba Hạ,23/09 23:00,102.93,105.0,101.0,520.0,500.0,100.0,400.0,0,1
Sông Hinh,23/09 23:00,198.07,209.0,196.0,136.54,47.0,0.0,47.0,0,0
A Vương,24/09 23:00,356.74,380.0,340.0,163.97,76.3,0.0,76.3,0,0
Sông Bung 2,24/09 23:00,597.58,605.0,565.0,99.17,32.64,0.0,32.64,0,0
Vĩnh Sơn A,24/09 23:00,769.56,775.0,765.0,20.2,13.2,0.0,13.2,0,0
Sông Bung 4,24/09 23:00,212.19,222.5,205.0,392.39,140.0,0.0,140.0,0,0
Vĩnh Sơn B,24/09 23:00,815.9,826.0,813.6,16.96,0.0,0.0,,0,0
Vĩnh Sơn C,24/09 23:00,972.48,981.0,971.3,9.14,0.0,0.0,,0,0
Sông Tranh 2,24/09 23:00,152.81,175.0,140.0,248.87,194.7,5.7,189.0,0,0
Sông Ba Hạ,24/09 23:00,102.93,105.0,101.0,508.0,500.0,100.0,400.0,0,1
Sông Hinh,24/09 23:00,198.0,209.0,196.0,24.62,47.0,0.0,47.0,0,0
A Vương,25/09 23:00,357.54,380.0,340.0,93.53,76.0,0.0,76.0,0,0
Sông Bung 2,25/09 23:00,599.67,605.0,565.0,59.25,32.64,0.0,32.64,0,0
Vĩnh Sơn A,25/09 23:00,770.13,775.0,765.0,22.58,13.2,0.0,13.2,0,0
Sông Bung 4,25/09 23:00,213.28,222.5,205.0,186.06,150.0,0.0,150.0,0,0
Vĩnh Sơn B,25/09 23:00,816.21,826.0,813.6,13.58,0.0,0.0,,0,0
Vĩnh Sơn C,25/09 23:00,972.84,981.0,971.3,16.56,0.0,0.0,,0,0
Sông Tranh 2,25/09 23:00,152.98,175.0,140.0,145.35,217.7,5.7,212.0,0,0
Sông Ba Hạ,25/09 23:00,102.92,105.0,101.0,535.0,500.0,100.0,400.0,0,1
Sông Hinh,25/09 23:00,197.92,209.0,196.0,28.38,47.0,0.0,47.0,0,0
A Vương,26/09 23:00,358.0,380.0,340.0,76.6,76.6,0.0,76.6,0,0
Sông Bung 2,26/09 23:00,600.0,605.0,565.0,86.41,86.41,53.77,32.64,0,1
Vĩnh Sơn A,26/09 23:00,770.4,775.0,765.0,13.2,13.2,0.0,13.2,0,0
Sông Bung 4,26/09 23:00,213.72,222.5,205.0,150.0,150.0,0.0,150.0,0,0
Vĩnh Sơn B,26/09 23:00,816.47,826.0,813.6,13.58,0.0,0.0,,0,0
Vĩnh Sơn C,26/09 23:00,973.08,981.0,971.3,6.58,0.0,0.0,,0,0
Sông Tranh 2,26/09 23:00,153.1,175.0,140.0,155.55,209.7,5.7,204.0,0,0
Sông Ba Hạ,26/09 23:00,102.93,105.0,101.0,489.0,500.0,100.0,400.0,0,1
Sông Hinh,26/09 23:00,197.95,209.0,196.0,28.38,47.0,0.0,47.0,0,0
A Vương,27/09 23:00,358.2,380.0,340.0,76.6,76.6,0.0,76.6,0,0
Sông Bung 2,27/09 23:00,600.02,605.0,565.0,59.74,59.74,27.1,32.64,0,1
Vĩnh Sơn A,27/09 23:00,770.81,775.0,765.0,22.58,13.2,0.0,13.2,0,0
Sông Bung 4,27/09 23:00,213.99,222.5,205.0,87.89,160.0,0.0,160.0,0,0
Vĩnh Sơn B,27/09 23:00,816.69,826.0,813.6,13.58,0.0,0.0,,0,0
Vĩnh Sơn C,27/09 23:00,973.3,981.0,971.3,4.39,0.0,0.0,,0,0
Sông Tranh 2,27/09 23:00,152.97,175.0,140.0,120.3,210.7,5.7,205.0,0,0
Sông Ba Hạ,27/09 23:00,102.95,105.0,101.0,538.0,500.0,100.0,400.0,0,1
Sông Hinh,27/09 23:00,197.97,209.0,196.0,28.38,47.0,0.0,47.0,0,0
A Vương,28/09 23:00,358.29,380.0,340.0,40.83,75.9,0.0,75.9,0,0
Sông Bung 2,28/09 23:00,600.0,605.0,565.0,52.27,59.74,27.1,32.64,0,1
Vĩnh Sơn A,28/09 23:00,770.78,775.0,765.0,6.95,13.2,0.0,13.2,0,0
Sông Bung 4,28/09 23:00,213.96,222.5,205.0,123.94,160.0,0.0,160.0,0,0
Vĩnh Sơn B,28/09 23:00,816.85,826.0,813.6,0.0,0.0,0.0,,0,0
Vĩnh Sơn C,28/09 23:00,973.46,981.0,971.3,4.39,0.0,0.0,,0,0
Sông Tranh 2,28/09 23:00,152.57,175.0,140.0,103.22,211.7,5.7,206.0,0,0
Sông Ba Hạ,28/09 23:00,102.95,105.0,101.0,527.0,500.0,100.0,400.0,0,1
Sông Hinh,28/09 23:00,197.82,209.0,196.0,14.46,51.7,0.0,51.7,0,0
A Vương,29/09 23:00,358.28,380.0,340.0,59.07,76.6,0.0,76.6,0,0
Sông Bung 2,29/09 23:00,600.03,605.0,565.0,59.74,59.74,27.1,32.64,0,1
Vĩnh Sơn A,29/09 23:00,770.81,775.0,765.0,13.2,13.2,0.0,13.2,0,0
Sông Bung 4,29/09 23:00,213.76,222.5,205.0,87.89,160.0,0.0,160.0,0,0
Vĩnh Sơn B,29/09 23:00,817.02,826.0,813.6,7.4,0.0,0.0,,0,0
Vĩnh Sơn C,29/09 23:00,973.58,981.0,971.3,4.39,0.0,0.0,,0,0
Sông Tranh 2,29/09 23:00,152.16,175.0,140.0,67.09,211.7,5.7,206.0,0,0
Sông Ba Hạ,29/09 23:00,102.92,105.0,101.0,495.0,500.0,100.0,400.0,0,1
Sông Hinh,29/09 23:00,197.68,209.0,196.0,33.08,51.7,0.0,51.7,0,0
A Vương,30/09 23:00,358.1,380.0,340.0,59.07,76.6,0.0,76.6,0,0
Sông Bung 2,30/09 23:00,600.02,605.0,565.0,52.27,59.74,27.1,32.64,0,1
Vĩnh Sơn A,30/09 23:00,770.74,775.0,765.0,10.07,13.2,0.0,13.2,0,0
Sông Bung 4,30/09 23:00,213.65,222.5,205.0,93.89,166.0,0.0,166.0,0,0
Vĩnh Sơn B,30/09 23:00,817.17,826.0,813.6,14.81,0.0,0.0,,0,0
Vĩnh Sơn C,30/09 23:00,973.73,981.0,971.3,8.78,0.0,0.0,,0,0
Sông Tranh 2,30/09 23:00,151.66,175.0,140.0,30.88,211.7,5.7,206.0,0,0
Sông Ba Hạ,30/09 23:00,102.92,105.0,101.0,495.0,450.0,50.0,400.0,0,1
Sông Hinh,30/09 23:00,197.57,209.0,196.0,-22.79,51.7,0.0,51.7,0,0
A Vương,01/10 23:00,357.8,380.0,340.0,41.33,76.4,0.0,76.4,0,0
Sông Bung 2,01/10 23:00,599.98,605.0,565.0,66.39,59.74,27.1,32.64,0,1
Vĩnh Sơn A,01/10 23:00,770.7,775.0,765.0,6.95,13.2,0.0,13.2,0,0
Sông Bung 4,01/10 23:00,213.25,222.5,205.0,59.83,168.0,0.0,168.0,0,0
Vĩnh Sơn B,01/10 23:00,817.45,826.0,813.6,22.21,0.0,0.0,,0,0
Vĩnh Sơn C,01/10 23:00,973.86,981.0,971.3,4.39,0.0,0.0,,0,0
Sông Tranh 2,01/10 23:00,151.01,175.0,140.0,30.99,211.7,5.7,206.0,0,0
Sông Ba Hạ,01/10 23:00,102.9,105.0,101.0,456.0,450.0,50.0,400.0,0,1
Sông Hinh,01/10 23:00,197.53,209.0,196.0,20.54,39.17,0.0,39.17,0,0
A Vương,02/10 23:00,357.6,380.0,340.0,23.9,76.5,0.0,76.5,0,0
Sông Bung 2,02/10 23:00,599.79,605.0,565.0,12.68,32.64,0.0,32.64,0,0
Vĩnh Sơn A,02/10 23:00,770.65,775.0,765.0,6.95,13.2,0.0,13.2,0,0
Sông Bung 4,02/10 23:00,213.04,222.5,205.0,77.89,150.0,0.0,150.0,0,0
Vĩnh Sơn B,02/10 23:00,817.58,826.0,813.6,7.4,0.0,0.0,,0,0
Vĩnh Sơn C,02/10 23:00,973.96,981.0,971.3,4.39,0.0,0.0,,0,0
Sông Tranh 2,02/10 23:00,150.44,175.0,140.0,23.02,203.7,5.7,198.0,0,0
Sông Ba Hạ,02/10 23:00,102.91,105.0,101.0,456.0,450.0,50.0,400.0,0,1
Sông Hinh,02/10 23:00,197.5,209.0,196.0,28.2,28.2,0.0,28.2,0,0
A Vương,03/10 23:00,357.28,380.0,340.0,40.93,76.0,0.0,76.0,0,0
Sông Bung 2,03/10 23:00,599.44,605.0,565.0,12.68,32.64,0.0,32.64,0,0
Vĩnh Sơn A,03/10 23:00,770.56,775.0,765.0,10.07,13.2,0.0,13.2,0,0
Sông Bung 4,03/10 23:00,212.82,222.5,205.0,43.83,152.0,0.0,152.0,0,0
Vĩnh Sơn B,03/10 23:00,817.7,826.0,813.6,7.4,0.0,0.0,,0,0
Vĩnh Sơn C,03/10 23:00,974.04,981.0,971.3,4.64,0.0,0.0,,0,0
Sông Tranh 2,03/10 23:00,149.92,175.0,140.0,41.74,203.7,5.7,198.0,0,0
Sông Ba Hạ,03/10 23:00,102.88,105.0,101.0,455.0,450.0,50.0,400.0,0,1
Sông Hinh,03/10 23:00,197.5,209.0,196.0,7.23,25.85,0.0,25.85,0,0
A Vương,04/10 23:00,357.01,380.0,340.0,59.07,76.6,0.0,76.6,0,0
Sông Bung 2,04/10 23:00,599.33,605.0,565.0,25.99,32.64,0.0,32.64,0,0
Vĩnh Sơn A,04/10 23:00,770.42,775.0,765.0,7.58,13.2,0.0,13.2,0,0
Sông Bung 4,04/10 23:00,212.4,222.5,205.0,79.89,152.0,0.0,152.0,0,0
Vĩnh Sơn B,04/10 23:00,817.81,826.0,813.6,9.9,0.0,0.0,,0,0
Vĩnh Sơn C,04/10 23:00,974.12,981.0,971.3,0.0,0.0,0.0,,0,0
Sông Tranh 2,04/10 23:00,149.29,175.0,140.0,128.97,207.7,5.7,202.0,0,0
Sông Ba Hạ,04/10 23:00,102.87,105.0,101.0,454.0,450.0,50.0,400.0,0,1
Sông Hinh,04/10 23:00,197.47,209.0,196.0,25.85,25.85,0.0,25.85,0,0
A Vương,05/10 23:00,356.72,380.0,340.0,41.53,76.6,0.0,76.6,0,0
Sông Bung 2,05/10 23:00,599.27,605.0,565.0,25.99,32.64,0.0,32.64,0,0
Vĩnh Sơn A,05/10 23:00,770.4,775.0,765.0,7.58,13.2,0.0,13.2,0,0
Sông Bung 4,05/10 23:00,212.03,222.5,205.0,115.94,152.0,0.0,152.0,0,0
Vĩnh Sơn B,05/10 23:00,817.9,826.0,813.6,2.5,0.0,0.0,,0,0
Vĩnh Sơn C,05/10 23:00,974.24,981.0,971.3,4.64,0.0,0.0,,0,0
Sông Tranh 2,05/10 23:00,149.04,175.0,140.0,107.26,201.7,5.7,196.0,0,0
Sông Ba Hạ,05/10 23:00,102.85,105.0,101.0,441.0,450.0,50.0,400.0,0,1
Sông Hinh,05/10 23:00,197.53,209.0,196.0,25.85,25.85,0.0,25.85,0,0
A Vương,06/10 23:00,356.5,380.0,340.0,76.9,76.9,0.0,76.9,0,0
Sông Bung 2,06/10 23:00,597.0,605.0,565.0,47.23,166.98,134.34,32.64,0,3
Vĩnh Sơn A,06/10 23:00,770.37,775.0,765.0,7.58,13.2,0.0,13.2,0,0
Sông Bung 4,06/10 23:00,212.19,222.5,205.0,296.22,152.0,0.0,152.0,0,0
Vĩnh Sơn B,06/10 23:00,817.97,826.0,813.6,2.5,0.0,0.0,,0,0
Vĩnh Sơn C,06/10 23:00,974.36,981.0,971.3,4.64,0.0,0.0,,0,0
Sông Tranh 2,06/10 23:45,149.76,175.0,140.0,201.74,201.7,5.7,196.0,0,0
Sông Ba Hạ,06/10 23:00,102.75,105.0,101.0,435.0,450.0,50.0,400.0,0,1
Sông Hinh,06/10 23:00,197.99,209.0,196.0,88.94,51.7,0.0,51.7,0,0
A Vương,07/10 23:00,362.5,380.0,340.0,844.61,75.5,0.0,75.5,0,0
Sông Bung 2,07/10 23:00,598.61,605.0,565.0,238.1,105.04,72.4,32.64,0,1
Vĩnh Sơn A,07/10 23:00,770.81,775.0,765.0,16.95,13.2,0.0,13.2,0,0
Sông Bung 4,07/10 23:00,215.36,222.5,205.0,1284.22,158.0,0.0,158.0,0,0
Vĩnh Sơn B,07/10 23:00,818.21,826.0,813.6,10.54,0.0,0.0,,0,0
Vĩnh Sơn C,07/10 23:00,974.59,981.0,971.3,4.64,0.0,0.0,,0,0
Sông Tranh 2,07/10 23:45,151.49,175.0,140.0,485.59,196.7,5.7,191.0,0,0
Sông Ba Hạ,07/10 23:00,102.81,105.0,101.0,478.0,450.0,50.0,400.0,0,1
Sông Hinh,07/10 23:00,198.28,209.0,196.0,48.23,25.85,0.0,25.85,0,0
A Vương,08/10 23:00,368.39,380.0,340.0,261.9,72.8,0.0,72.8,0,0
Sông Bung 2,08/10 23:00,600.15,605.0,565.0,113.32,113.32,80.68,32.64,0,1
Vĩnh Sơn A,08/10 23:00,771.02,775.0,765.0,16.46,13.2,0.0,13.2,0,0
Sông Bung 4,08/10 23:00,218.09,222.5,205.0,353.0,353.0,193.0,160.0,0,2
Vĩnh Sơn B,08/10 23:00,818.39,826.0,813.6,8.04,0.0,0.0,,0,0
Vĩnh Sơn C,08/10 23:00,974.86,981.0,971.3,9.28,0.0,0.0,,0,0
Sông Tranh 2,08/10 23:00,154.22,175.0,140.0,292.12,201.7,5.7,196.0,0,0
Sông Ba Hạ,08/10 23:00,102.88,105.0,101.0,473.0,450.0,50.0,400.0,0,1
Sông Hinh,08/10 23:00,198.44,209.0,196.0,60.77,38.38,0.0,38.38,0,0
A Vương,09/10 23:00,369.89,380.0,340.0,160.84,76.8,0.0,76.8,0,0
Sông Bung 2,09/10 23:00,600.05,605.0,565.0,52.25,59.72,27.08,32.64,0,1
Vĩnh Sơn A,09/10 23:00,770.97,775.0,765.0,6.95,13.2,0.0,13.2,0,0
Sông Bung 4,09/10 23:00,217.93,222.5,205.0,217.78,258.0,98.0,160.0,0,2
Vĩnh Sơn B,09/10 23:00,818.52,826.0,813.6,8.04,0.0,0.0,,0,0
Vĩnh Sơn C,09/10 23:00,975.04,981.0,971.3,4.88,0.0,0.0,,0,0
Sông Tranh 2,09/10 23:00,154.68,175.0,140.0,196.67,214.7,5.7,209.0,0,0
Sông Ba Hạ,09/10 23:00,102.89,105.0,101.0,454.0,450.0,50.0,400.0,0,1
Sông Hinh,09/10 23:00,198565.0,209.0,196.0,66519.67,25.85,0.0,25.85,0,0
A Vương,10/10 23:00,370.76,380.0,340.0,100.53,77.8,0.0,77.8,0,0
Sông Bung 2,10/10 23:00,600.03,605.0,565.0,59.72,59.72,27.08,32.64,0,1
Vĩnh Sơn A,10/10 23:00,770.94,775.0,765.0,6.95,13.2,0.0,13.2,0,0
Sông Bung 4,10/10 23:00,217.62,222.5,205.0,127.56,208.0,48.0,160.0,0,1
Vĩnh Sơn B,10/10 23:00,818.66,826.0,813.6,8.04,0.0,0.0,,0,0
Vĩnh Sơn C,10/10 23:00,975.16,981.0,971.3,4.88,0.0,0.0,,0,0
Sông Tranh 2,10/10 23:00,154.81,175.0,140.0,160.57,214.7,5.7,209.0,0,0
Sông Ba Hạ,10/10 23:00,102.87,105.0,101.0,455.0,450.0,50.0,400.0,0,1
Sông Hinh,10/10 23:00,198.61,209.0,196.0,27.42,27.42,0.0,27.42,0,0
A Vương,11/10 23:00,371.3,380.0,340.0,95.93,73.2,0.0,73.2,0,0
Sông Bung 2,11/10 23:00,600.03,605.0,565.0,59.72,59.72,27.08,32.64,0,1
Vĩnh Sơn A,11/10 23:00,770.98,775.0,765.0,10.07,13.2,0.0,13.2,0,0
Sông Bung 4,11/10 23:00,217.36,222.5,205.0,167.78,208.0,48.0,160.0,0,1
Vĩnh Sơn B,11/10 23:00,818.75,826.0,813.6,8.04,0.0,0.0,,0,0
Vĩnh Sơn C,11/10 23:00,975.31,981.0,971.3,4.88,0.0,0.0,,0,0
Sông Tranh 2,11/10 23:00,154.78,175.0,140.0,124.32,214.7,5.7,209.0,0,0
Sông Ba Hạ,11/10 23:00,102.85,105.0,101.0,455.0,450.0,50.0,400.0,0,1
Sông Hinh,11/10 23:00,198.63,209.0,196.0,12.92,12.92,0.0,12.92,0,0
A Vương,12/10 23:00,371.79,380.0,340.0,76.9,76.9,0.0,76.9,0,0
Sông Bung 2,12/10 23:00,600.03,605.0,565.0,59.72,59.72,27.08,32.64,0,1
Vĩnh Sơn A,12/10 23:00,771.16,775.0,765.0,16.46,13.2,0.0,13.2,0,0
Sông Bung 4,12/10 23:00,217.3,222.5,205.0,121.78,162.0,0.0,162.0,0,0
