tên hồ,Thời điểm,htl,dbt,hc,Qve,Tqx,Qxt,Qxm,Ncxs,Ncxm
Đại Ninh,07/06 23:00,866.38,880.0,860.0,2.0,53.7,0.7,53.0,0,0
Hàm Thuận,07/06 23:00,580.93,605.0,575.0,39.57,98.21,0.0,98.21,0,0
Đa Mi,07/06 23:00,323.5,325.0,323.0,101.83,92.11,0.0,92.11,0,0
Pleikrông,08/06 23:00,547.76,570.0,537.0,23.0,298.0,0.0,298.0,0,0
Ialy,08/06 23:00,495.33,515.0,490.0,331.0,303.0,0.0,303.0,0,0
Sê San 3,08/06 23:00,303.4,304.5,303.2,306.0,476.0,0.0,476.0,0,0
Sê San 3A,08/06 23:00,238.96,239.0,238.5,486.0,503.0,0.0,503.0,0,0
Sê San 4,08/06 23:00,211.19,215.0,210.0,524.0,230.0,0.0,230.0,0,0
Kanak,08/06 23:00,495.92,515.0,485.0,1.56,36.2,0.0,36.2,0,0
An Khê,08/06 23:00,428.46,429.0,427.0,37.67,37.67,4.0,33.67,0,1
Srêpốk 3,08/06 23:00,268.13,272.0,268.0,6.0,133.0,0.0,133.0,0,0
Buôn Kuốp,08/06 23:00,410.36,412.0,409.0,51.0,105.0,0.0,105.0,0,0
Buôn Tua Srah,08/06 23:00,467.2,487.5,465.0,34.0,66.0,0.0,66.0,0,0
Đồng Nai 3,08/06 23:00,576.52,590.0,570.0,127.07,197.16,0.0,197.16,0,0
Đồng Nai 4,08/06 23:00,475.71,476.0,474.0,202.56,202.56,2.5,200.06,0,0
Đơn Dương,08/06 23:00,1031.69,1042.0,1018.0,11.96,31.33,0.0,31.33,0,0
Đại Ninh,08/06 23:00,866.29,880.0,860.0,24.0,53.7,0.7,53.0,0,0
Hàm Thuận,08/06 23:00,580.69,605.0,575.0,54.73,82.46,0.0,82.46,0,0
Đa Mi,08/06 23:00,323.9,325.0,323.0,98.71,93.18,0.0,93.18,0,0
Pleikrông,09/06 23:00,547.71,570.0,537.0,116.0,147.0,0.0,147.0,0,0
Ialy,09/06 23:00,495.14,515.0,490.0,205.0,340.0,0.0,340.0,0,0
Sê San 3,09/06 23:00,303.82,304.5,303.2,348.0,486.0,0.0,486.0,0,0
Sê San 3A,09/06 23:00,238.75,239.0,238.5,486.0,472.0,0.0,472.0,0,0
Sê San 4,09/06 23:00,211.1,215.0,210.0,454.0,160.0,0.0,160.0,0,0
Kanak,09/06 23:00,495.52,515.0,485.0,,18.1,0.0,18.1,0,0
An Khê,09/06 23:00,428.71,429.0,427.0,37.65,25.0,4.0,21.0,0,1
Srêpốk 3,09/06 23:00,268.31,272.0,268.0,18.0,133.0,0.0,133.0,0,0
Buôn Kuốp,09/06 23:00,409.74,412.0,409.0,72.0,110.0,0.0,110.0,0,0
Buôn Tua Srah,09/06 23:00,467.22,487.5,465.0,46.0,64.0,0.0,64.0,0,0
Đồng Nai 3,09/06 23:00,576.39,590.0,570.0,144.89,197.46,0.0,197.46,0,0
Đồng Nai 4,09/06 23:00,475.67,476.0,474.0,202.67,202.76,2.5,200.26,0,0
Đơn Dương,09/06 23:00,1031.62,1042.0,1018.0,13.9,31.31,0.0,31.31,0,0
Đại Ninh,09/06 23:00,866.17,880.0,860.0,7.0,53.7,0.7,53.0,0,0
Hàm Thuận,09/06 23:00,580.53,605.0,575.0,57.33,97.65,0.0,97.65,0,0
Đa Mi,09/06 23:00,324.12,325.0,323.0,97.66,89.37,0.0,89.37,0,0
Pleikrông,10/06 23:00,547.57,570.0,537.0,55.0,147.0,0.0,147.0,0,0
Ialy,10/06 23:00,495.14,515.0,490.0,208.0,380.0,0.0,380.0,0,0
Sê San 3,10/06 23:00,304.06,304.5,303.2,391.0,425.0,0.0,425.0,0,0
Sê San 3A,10/06 23:00,239.0,239.0,238.5,495.0,495.0,0.0,495.0,0,0
Sê San 4,10/06 23:00,211.14,215.0,210.0,671.0,230.0,0.0,230.0,0,0
Kanak,10/06 23:00,495.46,515.0,485.0,2.34,0.0,0.0,0.0,0,0
An Khê,10/06 23:00,428.66,429.0,427.0,19.76,7.15,4.0,3.15,0,1
Srêpốk 3,10/06 23:00,268.44,272.0,268.0,32.0,171.0,0.0,171.0,0,0
Buôn Kuốp,10/06 23:00,409.8,412.0,409.0,68.0,106.0,0.0,106.0,0,0
Buôn Tua Srah,10/06 23:00,467.39,487.5,465.0,81.0,83.0,0.0,83.0,0,0
Đồng Nai 3,10/06 23:00,576.21,590.0,570.0,115.84,197.62,0.0,197.62,0,0
Đồng Nai 4,10/06 23:00,475.55,476.0,474.0,205.3,205.3,2.5,202.8,0,0
Đơn Dương,10/06 23:00,1031.54,1042.0,1018.0,17.88,31.36,0.0,31.36,0,0
Đại Ninh,10/06 23:00,866.0,880.0,860.0,7.0,53.7,0.7,53.0,0,0
Hàm Thuận,10/06 23:00,580.42,605.0,575.0,54.1,98.08,0.0,98.08,0,0
Đa Mi,10/06 23:00,324.12,325.0,323.0,98.08,91.02,0.0,91.02,0,0
Pleikrông,11/06 23:00,547.54,570.0,537.0,204.0,296.0,0.0,296.0,0,0
Ialy,11/06 23:00,495.78,515.0,490.0,336.0,279.0,0.0,279.0,0,0
Sê San 3,11/06 23:00,303.96,304.5,303.2,291.0,278.0,0.0,278.0,0,0
Sê San 3A,11/06 23:00,238.68,239.0,238.5,240.0,470.0,0.0,470.0,0,0
Sê San 4,11/06 23:00,211.17,215.0,210.0,460.0,460.0,0.0,460.0,0,0
Kanak,11/06 23:00,495.42,515.0,485.0,2.97,18.1,0.0,18.1,0,0
An Khê,11/06 23:00,428.39,429.0,427.0,19.65,25.37,4.0,21.37,0,1
Srêpốk 3,11/06 23:00,268.48,272.0,268.0,5.0,169.0,0.0,169.0,0,0
Buôn Kuốp,11/06 23:00,409.92,412.0,409.0,81.0,107.0,0.0,107.0,0,0
Buôn Tua Srah,11/06 23:00,467.56,487.5,465.0,55.0,72.0,0.0,72.0,0,0
Đồng Nai 3,11/06 23:00,576.08,590.0,570.0,174.42,197.78,0.0,197.78,0,0
Đồng Nai 4,11/06 23:00,475.48,476.0,474.0,216.78,205.32,2.5,202.82,0,0
Đơn Dương,11/06 23:00,1031.48,1042.0,1018.0,15.88,31.32,0.0,31.32,0,0
Đại Ninh,11/06 23:00,865.87,880.0,860.0,12.0,52.7,0.7,52.0,0,0
Hàm Thuận,11/06 23:00,580.3,605.0,575.0,37.35,99.66,0.0,99.66,0,0
Đa Mi,11/06 23:00,323.99,325.0,323.0,100.1,90.66,0.0,90.66,0,0
Pleikrông,12/06 23:00,547.2,570.0,537.0,217.0,298.0,0.0,298.0,0,0
Ialy,12/06 23:00,496.0,515.0,490.0,362.0,392.0,0.0,392.0,0,0
Sê San 3,12/06 23:00,303.67,304.5,303.2,404.0,486.0,0.0,486.0,0,0
Sê San 3A,12/06 23:00,238.76,239.0,238.5,488.0,427.0,0.0,427.0,0,0
Sê San 4,12/06 23:00,211.29,215.0,210.0,524.0,230.0,0.0,230.0,0,0
Kanak,12/06 23:00,495.29,515.0,485.0,2.59,0.0,0.0,0.0,0,0
An Khê,12/06 23:00,428.56,429.0,427.0,19.66,4.0,4.0,0.0,0,1
Srêpốk 3,12/06 23:00,268.44,272.0,268.0,9.0,169.0,0.0,169.0,0,0
Buôn Kuốp,12/06 23:00,409.91,412.0,409.0,92.0,105.0,0.0,105.0,0,0
Buôn Tua Srah,12/06 23:00,467.63,487.5,465.0,52.0,108.0,0.0,108.0,0,0
Đồng Nai 3,12/06 23:00,575.99,590.0,570.0,92.96,198.1,0.0,198.1,0,0
Đồng Nai 4,12/06 23:00,475.54,476.0,474.0,216.78,205.32,2.5,202.82,0,0
Đơn Dương,12/06 23:00,1031.4,1042.0,1018.0,13.98,31.39,0.0,31.39,0,0
Đại Ninh,12/06 21:00,865.7,880.0,860.0,2.0,48.7,0.7,48.0,0,0
Hàm Thuận,12/06 23:00,580.15,605.0,575.0,38.4,62.91,0.0,62.91,0,0
Đa Mi,12/06 23:00,323.86,325.0,323.0,55.55,91.1,0.0,91.1,0,0
Pleikrông,13/06 23:00,547.72,570.0,537.0,233.0,294.0,0.0,294.0,0,0
Ialy,13/06 23:00,496.13,515.0,490.0,333.0,392.0,0.0,392.0,0,0
Sê San 3,13/06 23:00,303.3,304.5,303.2,406.0,426.0,0.0,426.0,0,0
Sê San 3A,13/06 23:00,238.86,239.0,238.5,488.0,488.0,0.0,488.0,0,0
Sê San 4,13/06 23:00,211.46,215.0,210.0,601.0,160.0,0.0,160.0,0,0
Kanak,13/06 23:00,495.32,515.0,485.0,1.78,0.0,0.0,0.0,0,0
An Khê,13/06 23:00,428.46,429.0,427.0,1.49,4.0,4.0,0.0,0,1
Srêpốk 3,13/06 23:00,268.45,272.0,268.0,171.0,171.0,0.0,171.0,0,0
Buôn Kuốp,13/06 23:00,410.21,412.0,409.0,78.0,105.0,0.0,105.0,0,0
Buôn Tua Srah,13/06 23:00,467.66,487.5,465.0,30.0,130.0,0.0,130.0,0,0
Đồng Nai 3,13/06 23:00,575.79,590.0,570.0,18.45,193.68,0.0,193.68,0,0
Đồng Nai 4,13/06 23:00,475.64,476.0,474.0,204.04,204.04,2.5,201.54,0,0
Đơn Dương,13/06 23:00,1031.3,1042.0,1018.0,10.01,31.35,0.0,31.35,0,0
Đại Ninh,13/06 23:00,865.58,880.0,860.0,8.0,35.7,0.7,35.0,0,0
Hàm Thuận,13/06 23:00,580.1,605.0,575.0,42.53,53.53,0.0,53.53,0,0
Đa Mi,13/06 23:00,323.63,325.0,323.0,56.76,93.98,0.0,93.98,0,0
Pleikrông,14/06 23:00,547.05,570.0,537.0,51.0,294.0,0.0,294.0,0,0
Ialy,14/06 23:00,496.01,515.0,490.0,348.0,319.0,0.0,319.0,0,0
Sê San 3,14/06 23:00,303.71,304.5,303.2,324.0,486.0,0.0,486.0,0,0
Sê San 3A,14/06 23:00,238.82,239.0,238.5,490.0,439.0,0.0,439.0,0,0
Sê San 4,14/06 23:00,211.53,215.0,210.0,350.0,320.0,0.0,320.0,0,0
Kanak,14/06 23:00,495.24,515.0,485.0,2.11,18.1,0.0,18.1,0,0
An Khê,14/06 23:00,428.25,429.0,427.0,20.55,18.1,4.0,14.1,0,1
Srêpốk 3,14/06 23:00,268.62,272.0,268.0,26.0,170.0,0.0,170.0,0,0
Buôn Kuốp,14/06 23:00,410.4,412.0,409.0,75.0,115.0,0.0,115.0,0,0
Buôn Tua Srah,14/06 23:00,467.6,487.5,465.0,14.0,66.0,0.0,66.0,0,0
Đồng Nai 3,14/06 23:00,575.59,590.0,570.0,151.85,198.58,0.0,198.58,0,0
Đồng Nai 4,14/06 23:00,475.73,476.0,474.0,214.22,202.76,2.5,200.26,0,0
Đơn Dương,14/06 23:00,1031.16,1042.0,1018.0,11.98,31.35,0.0,31.35,0,0
Đại Ninh,14/06 23:00,865.43,880.0,860.0,1.0,51.7,0.7,51.0,0,0
Hàm Thuận,14/06 23:00,579.96,605.0,575.0,42.18,133.53,0.0,133.53,0,0
Đa Mi,14/06 23:00,323.58,325.0,323.0,135.24,94.69,0.0,94.69,0,0
Pleikrông,15/06 23:00,546.42,570.0,537.0,71.0,260.0,0.0,260.0,0,0
Ialy,15/06 23:00,495.91,515.0,490.0,336.0,394.0,0.0,394.0,0,0
Sê San 3,15/06 23:00,303.93,304.5,303.2,401.0,486.0,0.0,486.0,0,0
Sê San 3A,15/06 23:00,238.94,239.0,238.5,486.0,552.0,0.0,552.0,0,0
Sê San 4,15/06 23:00,211.71,215.0,210.0,671.0,230.0,0.0,230.0,0,0
Kanak,15/06 23:00,495.3,515.0,485.0,2.71,0.0,0.0,0.0,0,0
An Khê,15/06 23:00,428.25,429.0,427.0,2.15,4.0,4.0,0.0,0,1
Srêpốk 3,15/06 23:00,268.71,272.0,268.0,7.0,179.0,0.0,179.0,0,0
Buôn Kuốp,15/06 23:00,410.38,412.0,409.0,65.0,119.0,0.0,119.0,0,0
Buôn Tua Srah,15/06 23:00,467.64,487.5,465.0,62.0,66.0,0.0,66.0,0,0
Đồng Nai 3,15/06 23:00,575.32,590.0,570.0,35.49,199.04,0.0,199.04,0,0
Đồng Nai 4,15/06 23:00,475.74,476.0,474.0,214.22,202.76,2.5,200.26,0,0
Đơn Dương,15/06 23:00,1031.02,1042.0,1018.0,8.05,31.36,0.0,31.36,0,0
Đại Ninh,15/06 23:00,865.28,880.0,860.0,10.0,24.7,0.7,24.0,0,0
Hàm Thuận,15/06 23:00,579.67,605.0,575.0,43.34,134.69,0.0,134.69,0,0
Đa Mi,15/06 23:00,323.57,325.0,323.0,134.86,122.08,0.0,122.08,0,0
Pleikrông,16/06 23:00,546.82,570.0,537.0,135.0,189.0,0.0,189.0,0,0
Ialy,16/06 23:00,495.1,515.0,490.0,255.0,394.0,0.0,394.0,0,0
Sê San 3,16/06 23:00,303.67,304.5,303.2,404.0,436.0,0.0,436.0,0,0
Sê San 3A,16/06 23:00,238.98,239.0,238.5,495.0,562.0,0.0,562.0,0,0
Sê San 4,16/06 23:00,211.98,215.0,210.0,372.0,225.0,0.0,225.0,0,0
Kanak,16/06 23:00,495.37,515.0,485.0,4.49,0.0,0.0,0.0,0,0
An Khê,16/06 23:00,428.16,429.0,427.0,2.13,22.9,4.0,18.9,0,1
Srêpốk 3,16/06 23:00,268.64,272.0,268.0,9.0,189.0,0.0,189.0,0,0
Buôn Kuốp,16/06 23:00,410.3,412.0,409.0,110.0,137.0,0.0,137.0,0,0
Buôn Tua Srah,16/06 23:00,467.76,487.5,465.0,63.0,82.0,0.0,82.0,0,0
Đồng Nai 3,16/06 23:00,575.13,590.0,570.0,113.22,195.0,0.0,195.0,0,0
Đồng Nai 4,16/06 23:00,475.77,476.0,474.0,201.5,201.5,2.5,199.0,0,0
Đơn Dương,16/06 23:00,1030.93,1042.0,1018.0,12.56,31.36,0.0,31.36,0,0
Đại Ninh,16/06 23:00,865.1,880.0,860.0,7.0,54.7,0.7,54.0,0,0
Hàm Thuận,16/06 23:00,579.44,605.0,575.0,61.71,128.7,0.0,128.7,0,0
Đa Mi,16/06 23:00,323.97,325.0,323.0,128.7,122.41,0.0,122.41,0,0
Pleikrông,17/06 23:00,547.18,570.0,537.0,115.0,142.0,0.0,142.0,0,0
Ialy,17/06 23:00,494.3,515.0,490.0,217.0,388.0,0.0,388.0,0,0
Sê San 3,17/06 23:00,304.03,304.5,303.2,398.0,486.0,0.0,486.0,0,0
Sê San 3A,17/06 23:00,238.72,239.0,238.5,495.0,456.0,0.0,456.0,0,0
Sê San 4,17/06 23:00,211.94,215.0,210.0,333.0,480.0,0.0,480.0,0,0
Kanak,17/06 23:00,495.4,515.0,485.0,2.16,0.0,0.0,0.0,0,0
An Khê,17/06 23:00,428.0,429.0,427.0,1.79,4.0,4.0,0.0,0,1
Srêpốk 3,17/06 23:00,268.62,272.0,268.0,5.0,186.0,0.0,186.0,0,0
Buôn Kuốp,17/06 23:00,410.22,412.0,409.0,95.0,135.0,0.0,135.0,0,0
Buôn Tua Srah,17/06 23:00,467.81,487.5,465.0,39.0,79.0,0.0,79.0,0,0
Đồng Nai 3,17/06 23:00,574.97,590.0,570.0,134.32,195.68,0.0,195.68,0,0
Đồng Nai 4,17/06 23:00,475.78,476.0,474.0,212.96,201.5,2.5,199.0,0,0
Đơn Dương,17/06 23:00,1030.9,1042.0,1018.0,25.93,31.37,0.0,31.37,0,0
Đại Ninh,17/06 23:00,864.88,880.0,860.0,22.0,54.7,0.7,54.0,0,0
Hàm Thuận,17/06 23:00,579.29,605.0,575.0,61.67,128.66,0.0,128.66,0,0
Đa Mi,17/06 23:00,324.17,325.0,323.0,128.66,123.6,0.0,123.6,0,0
Pleikrông,18/06 23:00,547.33,570.0,537.0,68.0,284.0,0.0,284.0,0,0
Ialy,18/06 23:00,493.39,515.0,490.0,318.0,396.0,0.0,396.0,0,0
Sê San 3,18/06 23:00,303.55,304.5,303.2,401.0,218.0,0.0,218.0,0,0
Sê San 3A,18/06 23:00,239.0,239.0,238.5,220.0,0.0,0.0,0.0,0,0
Sê San 4,18/06 23:00,211.84,215.0,210.0,5.0,490.0,0.0,490.0,0,0
Kanak,18/06 23:00,495.43,515.0,485.0,2.79,0.0,0.0,0.0,0,0
An Khê,18/06 23:00,427.68,429.0,427.0,1.63,38.3,4.0,34.3,0,1
Srêpốk 3,18/06 23:00,268.66,272.0,268.0,80.0,203.0,0.0,203.0,0,0
Buôn Kuốp,18/06 23:00,410.11,412.0,409.0,59.0,247.0,0.0,247.0,0,0
Buôn Tua Srah,18/06 23:00,467.78,487.5,465.0,61.0,168.0,0.0,168.0,0,0
Đồng Nai 3,18/06 23:00,574.83,590.0,570.0,144.07,195.2,0.0,195.2,0,0
Đồng Nai 4,18/06 23:00,475.78,476.0,474.0,201.5,201.5,2.5,199.0,0,0
Đơn Dương,18/06 23:00,1030.87,1042.0,1018.0,28.59,24.49,0.0,24.49,0,0
Đại Ninh,18/06 23:00,864.7,880.0,860.0,23.0,54.7,0.7,54.0,0,0
Hàm Thuận,18/06 23:00,579.1,605.0,575.0,56.94,133.06,0.0,133.06,0,0
Đa Mi,18/06 23:00,324.45,325.0,323.0,133.06,123.71,0.0,123.71,0,0
Pleikrông,19/06 23:00,546.88,570.0,537.0,43.0,286.0,0.0,286.0,0,0
Ialy,19/06 23:00,493.02,515.0,490.0,321.0,381.0,0.0,381.0,0,0
Sê San 3,19/06 23:00,303.9,304.5,303.2,384.0,418.0,0.0,418.0,0,0
Sê San 3A,19/06 23:00,238.79,239.0,238.5,420.0,242.0,0.0,242.0,0,0
Sê San 4,19/06 23:00,211.77,215.0,210.0,186.0,480.0,0.0,480.0,0,0
Kanak,19/06 23:00,495.48,515.0,485.0,2.81,0.0,0.0,0.0,0,0
An Khê,19/06 23:00,427.49,429.0,427.0,1.59,22.2,4.0,18.2,0,1
Srêpốk 3,19/06 23:00,268.71,272.0,268.0,208.0,368.0,0.0,368.0,0,0
Buôn Kuốp,19/06 23:00,409.43,412.0,409.0,56.0,299.0,0.0,299.0,0,0
Buôn Tua Srah,19/06 23:00,467.68,487.5,465.0,53.0,168.0,0.0,168.0,0,0
Đồng Nai 3,19/06 23:00,574.62,590.0,570.0,93.31,195.58,0.0,195.58,0,0
Đồng Nai 4,19/06 23:00,475.8,476.0,474.0,190.04,201.5,2.5,199.0,0,0
Đơn Dương,19/06 23:00,1030.99,1042.0,1018.0,34.26,24.43,0.0,24.43,0,0
Đại Ninh,19/06 23:00,864.6,880.0,860.0,21.0,48.7,0.7,48.0,0,0
Hàm Thuận,19/06 23:00,578.81,605.0,575.0,54.24,133.41,0.0,133.41,0,0
Đa Mi,19/06 23:00,324.43,325.0,323.0,133.41,123.73,0.0,123.73,0,0
Pleikrông,20/06 23:00,564.96,570.0,537.0,52.0,134.0,0.0,134.0,0,0
Ialy,20/06 23:00,492.61,515.0,490.0,160.0,202.0,0.0,202.0,0,0
Sê San 3,20/06 23:00,303.9,304.5,303.2,206.0,340.0,0.0,340.0,0,0
Sê San 3A,20/06 23:00,238.55,239.0,238.5,245.0,282.0,0.0,282.0,0,0
Sê San 4,20/06 23:00,211.61,215.0,210.0,26.0,320.0,0.0,320.0,0,0
Kanak,20/06 23:00,495.39,515.0,485.0,2.11,18.4,0.0,18.4,0,0
An Khê,20/06 23:00,427.34,429.0,427.0,1.59,23.5,4.0,19.5,0,1
Srêpốk 3,20/06 23:00,268.77,272.0,268.0,175.0,179.0,0.0,179.0,0,0
Buôn Kuốp,20/06 23:00,410.08,412.0,409.0,91.0,118.0,0.0,118.0,0,0
Buôn Tua Srah,20/06 23:00,467.66,487.5,465.0,35.0,85.0,0.0,85.0,0,0
Đồng Nai 3,20/06 23:00,574.45,590.0,570.0,102.11,163.47,0.0,163.47,0,0
Đồng Nai 4,20/06 23:00,475.86,476.0,474.0,177.59,117.8,,117.8,0,0
Đơn Dương,20/06 23:00,1031.07,1042.0,1018.0,16.89,24.46,0.0,24.46,0,0
Đại Ninh,20/06 23:00,864.56,880.0,860.0,7.0,18.7,0.7,18.0,0,0
Hàm Thuận,20/06 23:00,578.79,605.0,575.0,44.49,56.67,0.0,56.67,0,0
Đa Mi,20/06 23:00,324.48,325.0,323.0,63.06,0.0,0.0,0.0,0,0
Pleikrông,21/06 23:00,546.91,570.0,537.0,63.0,198.0,0.0,198.0,0,0
Ialy,21/06 23:00,492.02,515.0,490.0,236.0,401.0,0.0,401.0,0,0
Sê San 3,21/06 23:00,303.95,304.5,303.2,407.0,286.0,0.0,286.0,0,0
Sê San 3A,21/06 23:00,239.0,239.0,238.5,276.0,295.0,0.0,295.0,0,0
Sê San 4,21/06 23:00,211.45,215.0,210.0,313.0,460.0,0.0,460.0,0,0
Kanak,21/06 23:00,495.19,515.0,485.0,1.15,18.4,0.0,18.4,0,0
An Khê,21/06 23:00,427.56,429.0,427.0,20.07,26.5,4.0,22.5,0,1
Srêpốk 3,21/06 23:00,268.82,272.0,268.0,11.0,191.0,0.0,191.0,0,0
Buôn Kuốp,21/06 23:00,410.48,412.0,409.0,98.0,125.0,0.0,125.0,0,0
Buôn Tua Srah,21/06 23:00,467.57,487.5,465.0,34.0,38.0,0.0,38.0,0,0
Đồng Nai 3,21/06 23:00,574.2,590.0,570.0,121.61,193.2,0.0,193.2,0,0
Đồng Nai 4,21/06 23:00,475.82,476.0,474.0,201.5,201.5,2.5,199.0,0,0
Đơn Dương,21/06 23:00,1031.05,1042.0,1018.0,9.97,31.32,0.0,31.32,0,0
Đại Ninh,21/06 23:00,864.54,880.0,860.0,0.0,24.7,0.7,24.0,0,0
Hàm Thuận,21/06 23:00,578.59,605.0,575.0,40.68,128.33,0.0,128.33,0,0
Đa Mi,21/06 23:00,324.94,325.0,323.0,128.69,131.75,0.0,131.75,0,0
Pleikrông,22/06 23:00,546.44,570.0,537.0,64.0,280.0,0.0,280.0,0,0
Ialy,22/06 23:00,491.99,515.0,490.0,335.0,384.0,0.0,384.0,0,0
Sê San 3,22/06 23:00,303.57,304.5,303.2,390.0,486.0,0.0,486.0,0,0
Sê San 3A,22/06 23:00,238.76,239.0,238.5,450.0,274.0,0.0,274.0,0,0
Sê San 4,22/06 23:00,211.45,215.0,210.0,307.0,160.0,0.0,160.0,0,0
Kanak,22/06 23:00,494.98,515.0,485.0,1.26,18.4,0.0,18.4,0,0
An Khê,22/06 23:00,427.43,429.0,427.0,20.59,26.5,4.0,22.5,0,1
Srêpốk 3,22/06 23:00,268.93,272.0,268.0,68.0,133.0,0.0,133.0,0,0
Buôn Kuốp,22/06 23:00,410.19,412.0,409.0,92.0,105.0,0.0,105.0,0,0
Buôn Tua Srah,22/06 23:00,467.54,487.5,465.0,16.0,38.0,0.0,38.0,0,0
Đồng Nai 3,22/06 23:00,574.02,590.0,570.0,114.73,196.54,0.0,196.54,0,0
Đồng Nai 4,22/06 23:00,475.73,476.0,474.0,202.76,202.76,2.5,200.26,0,0
Đơn Dương,22/06 23:00,1030.98,1042.0,1018.0,8.76,31.37,0.0,31.37,0,0
Đại Ninh,22/06 23:00,864.3,880.0,860.0,14.0,18.7,0.7,18.0,0,0
Hàm Thuận,22/06 23:00,578.32,605.0,575.0,51.76,133.98,0.0,133.98,0,0
Đa Mi,22/06 23:00,324.63,325.0,323.0,135.13,126.79,0.0,126.79,0,0
Pleikrông,23/06 23:00,545.94,570.0,537.0,19.0,290.0,0.0,290.0,0,0
Ialy,23/06 23:00,492.14,515.0,490.0,309.0,309.0,0.0,309.0,0,0
Sê San 3,23/06 23:00,304.15,304.5,303.2,311.0,486.0,0.0,486.0,0,0
Sê San 3A,23/06 23:00,238.63,239.0,238.5,486.0,253.0,0.0,253.0,0,0
Sê San 4,23/06 23:00,211.42,215.0,210.0,249.0,690.0,0.0,690.0,0,0
Kanak,23/06 23:00,494.73,515.0,485.0,1.21,18.4,0.0,18.4,0,0
An Khê,23/06 23:00,427.43,429.0,427.0,19.87,26.5,4.0,22.5,0,1
Srêpốk 3,23/06 23:00,269.02,272.0,268.0,18.0,169.0,0.0,169.0,0,0
Buôn Kuốp,23/06 23:00,410.08,412.0,409.0,62.0,129.0,0.0,129.0,0,0
Buôn Tua Srah,23/06 23:00,467.49,487.5,465.0,29.0,82.0,0.0,82.0,0,0
Đồng Nai 3,23/06 23:00,573.79,590.0,570.0,36.34,189.74,0.0,189.74,0,0
Đồng Nai 4,23/06 23:00,475.55,476.0,474.0,204.04,204.04,2.5,201.54,0,0
Đơn Dương,23/06 23:00,1030.88,1042.0,1018.0,8.79,31.4,0.0,31.4,0,0
Đại Ninh,23/06 23:00,864.11,880.0,860.0,13.0,54.7,0.7,54.0,0,0
Hàm Thuận,23/06 23:00,578.01,605.0,575.0,40.63,131.98,0.0,131.98,0,0
Đa Mi,23/06 23:00,324.47,325.0,323.0,138.1,116.99,0.0,116.99,0,0
Pleikrông,24/06 23:00,545.11,570.0,537.0,19.0,290.0,0.0,290.0,0,0
Ialy,24/06 23:00,492.74,515.0,490.0,327.0,251.0,0.0,251.0,0,0
Sê San 3,24/06 23:00,303.57,304.5,303.2,254.0,369.0,0.0,369.0,0,0
Sê San 3A,24/06 23:00,238.79,239.0,238.5,391.0,285.0,0.0,285.0,0,0
Sê San 4,24/06 23:00,211.26,215.0,210.0,294.0,0.0,0.0,0.0,0,0
Kanak,24/06 23:00,494.58,515.0,485.0,1.42,19.43,0.0,19.43,0,0
An Khê,24/06 23:00,427.38,429.0,427.0,18.75,26.5,4.0,22.5,0,1
Srêpốk 3,24/06 23:00,268.96,272.0,268.0,7.0,195.0,0.0,195.0,0,0
Buôn Kuốp,24/06 23:00,409.91,412.0,409.0,69.0,146.0,0.0,146.0,0,0
Buôn Tua Srah,24/06 23:00,467.45,487.5,465.0,40.0,42.0,0.0,42.0,0,0
Đồng Nai 3,24/06 23:00,573.59,590.0,570.0,139.21,190.34,0.0,190.34,0,0
Đồng Nai 4,24/06 23:00,475.47,476.0,474.0,193.86,205.32,2.5,202.82,0,0
Đơn Dương,24/06 23:00,1030.81,1042.0,1018.0,16.38,31.35,0.0,31.35,0,0
Đại Ninh,24/06 23:00,863.92,880.0,860.0,7.0,27.7,0.7,27.0,0,0
Hàm Thuận,24/06 23:00,577.65,605.0,575.0,35.12,129.51,0.0,129.51,0,0
Đa Mi,24/06 23:00,324.35,325.0,323.0,129.8,129.8,0.0,129.8,0,0
Pleikrông,25/06 23:00,544.23,570.0,537.0,23.0,298.0,0.0,298.0,0,0
Ialy,25/06 23:00,493.41,515.0,490.0,344.0,266.0,0.0,266.0,0,0
Sê San 3,25/06 23:00,303.71,304.5,303.2,269.0,405.0,0.0,405.0,0,0
Sê San 3A,25/06 23:00,238.95,239.0,238.5,410.0,282.0,0.0,282.0,0,0
Sê San 4,25/06 23:00,211.07,215.0,210.0,166.0,460.0,0.0,460.0,0,0
Kanak,25/06 23:00,494.4,515.0,485.0,1.42,17.1,0.0,17.1,0,0
An Khê,25/06 23:00,427.25,429.0,427.0,18.75,24.2,4.0,20.2,0,1
Srêpốk 3,25/06 23:00,268.96,272.0,268.0,6.0,161.0,0.0,161.0,0,0
Buôn Kuốp,25/06 23:00,409.83,412.0,409.0,80.0,118.0,0.0,118.0,0,0
Buôn Tua Srah,25/06 23:00,467.37,487.5,465.0,20.0,38.0,0.0,38.0,0,0
Đồng Nai 3,25/06 23:00,573.44,590.0,570.0,62.45,144.26,0.0,144.26,0,0
Đồng Nai 4,25/06 23:00,475.35,476.0,474.0,159.54,159.54,2.5,157.04,0,0
Đơn Dương,25/06 23:00,1030.71,1042.0,1018.0,10.72,31.42,0.0,31.42,0,0
Đại Ninh,25/06 23:00,863.79,880.0,860.0,15.0,27.7,0.7,27.0,0,0
Hàm Thuận,25/06 23:00,577.1,605.0,575.0,38.75,130.1,0.0,130.1,0,0
